,Unnamed: 0,n,token,lemma,pos
1928,1928,3,",",",",u--------
1929,1929,4,κλῦθί,κλύω,v2sama---
1930,1930,5,μου,ἐγώ,p-s---mg-
1931,1931,1,πρόφρονι,πρόφρων,a-s---fd-
1932,1932,2,καρδίᾳ,καρδία,n-s---fd-
1933,1933,3,",",",",u--------
1934,1934,4,Πελασγῶν,Πελασγός,n-p---mg-
1935,1935,5,ἄναξ,ἄναξ,n-s---mn-
1936,1936,6,.,.,u--------
1937,1937,1,ἴδε,ἰδέ,d--------
1938,1938,2,με,ἐγώ,p-s---ma-
1939,1939,3,τὰν,ὁ,l-s---fa-
1940,1940,4,ἱκέτιν,ἱκέτις,n-s---fa-
1941,1941,5,φυγάδα,φυγάς,n-s---fa-
1942,1942,6,περίδρομον,περίδρομος,a-s---ma-
1943,1943,7,",",",",u--------
1944,1944,1,λυκοδίωκτον,λυκοδίωκτος,a-s---fa-
1945,1945,2,ὡς,ὡς,c--------
1946,1946,3,δάμαλιν,δάμαλις,n-s---fa-
1947,1947,4,ἂμ,ἀνά,r--------
1948,1948,5,πέτραις,πέτρα,n-p---fd-
1949,1949,1,ἠλιβάτοις,ἠλίβατος,a-p---fd-
1950,1950,2,",",",",u--------
1951,1951,3,ἵνʼ,ἵνα,a-s---fd-
1952,1952,4,ἀλκᾷ,ἀλκή,n-s---fd-
1953,1953,5,πίσυνος,πίσυνος,a-s---fn-
1954,1954,6,μέμυ,,a-s---fd-
1955,1955,7,-,-,u--------
1956,1956,1,κε,ἄν,v3sria---
1957,1957,2,φράζουσα,φράζω,v-sppafn-
1958,1958,3,βοτῆρι,βοτήρ,n-s---md-
1959,1959,4,μόχθους,μόχθος,n-p---ma-
1960,1960,5,.,.,u--------
1961,1961,1,Βασιλεύς,βασιλεύς,n-s---mn-
1962,1962,1,ὁρῶ,ὁράω,v1spia---
1963,1963,2,κλάδοισι,κλάδος,n-p---md-
1964,1964,3,νεοδρόποις,νεόδρεπτος,a-p---md-
1965,1965,4,κατάσκιον,κατάσκιος,a-s---ma-
1966,1966,1,νεύονθʼ,νεύω,n-s---ma-
1967,1967,2,ὅμιλον,ὅμιλος,n-s---ma-
1968,1968,3,τόνδʼ,ὅδε,p-s---ma-
1969,1969,4,ἀγωνίων,ἀγώνιος,a-p---mg-
1970,1970,5,θεῶν,θεός,n-p---mg-
1971,1971,6,.,.,u--------
1972,1972,1,εἴη,εἰμί,v3spoa---
1973,1973,2,δʼ,δέ,g--------
1974,1974,3,ἄνατον,ἄνατος,a-s---nn-
1975,1975,4,πρᾶγμα,πρᾶγμα,n-s---nn-
1976,1976,5,τοῦτʼ,οὗτος,a-s---nn-
1977,1977,6,ἀστοξένων,ἀστόξενος,a-p---mg-
1978,1978,7,.,.,u--------
1979,1979,1,μηδʼ,μηδέ,v2spma---
1980,1980,2,ἐξ,ἐκ,r--------
1981,1981,3,ἀέλπτων,ἄελπτος,a-p---ng-
1982,1982,4,κἀπρομηθήτων,ἀπρομήθητος,a-p---ng-
1983,1983,5,πόλει,πόλις,n-s---fd-
1984,1984,1,νεῖκος,νεῖκος,n-s---nn-
1985,1985,2,γένηται,γίγνομαι,v3sas----
1986,1986,3,·,·,u--------
1987,1987,4,τῶν,ὅς,p-p---ng-
1988,1988,5,γὰρ,γάρ,g--------
1989,1989,6,οὐ,οὐ,d--------
1990,1990,7,δεῖται,δέω2,v3spie---
1991,1991,8,πόλις,πόλις,n-s---fn-
1992,1992,9,.,.,u--------
1993,1993,1,Χορός,χορός,n-s---mn-
1994,1994,1,ἴδοιτο,ὁράω,v3sao----
1995,1995,2,δῆτʼ,δῆτα,d--------
1996,1996,3,ἄνατον,ἄνατος,a-s---fa-
1997,1997,4,φυγὰν,φυγή,n-s---fa-
1998,1998,1,ἱκεσία,ἱκέσιος,a-s---fn-
1999,1999,2,Θέμις,θέμις,n-s---fn-
2000,2000,3,Διὸς,Ζεύς,n-s---mg-
2001,2001,4,κλαρίου,Κλάριος,a-s---mg-
2002,2002,5,.,.,u--------
2003,2003,1,σὺ,σύ,p-s---mn-
2004,2004,2,δὲ,δέ,g--------
2005,2005,3,παρʼ,παρά,r--------
2006,2006,4,ὀψιγόνου,ὀψίγονος,n-s---mg-
2007,2007,5,μάθε,μανθάνω,v3saia---
2008,2008,6,γεραιόφρων,γεραιόφρων,a-s---mn-
2009,2009,7,·,·,u--------
2010,2010,1,ποτιτρόπαιον,προστρόπαιος,a-s---ma-
2011,2011,2,αἰδόμενος,αἰδέομαι,v-sppemn-
2012,2012,3,οὖνπερ,οὖν,g--------
2013,2013,1,ἱεροδόκα,ἱεροδόκος,v1saia---
2014,2014,1,θεῶν,θεός,n-p---mg-
2015,2015,2,λήματʼ,λῆμα,a-p---mg-
2016,2016,3,ἀπʼ,ἀπό,c--------
2017,2017,4,ἀνδρὸς,ἀνήρ,n-s---mg-
2018,2018,5,ἁγνοῦ,ἁγνός,a-s---mg-
2019,2019,6,.,.,u--------
2020,2020,1,Βασιλεύς,βασιλεύς,n-s---mn-
2021,2021,1,οὔτοι,οὔτοι,d--------
2022,2022,2,κάθησθε,κάθημαι,v2ppia---
2023,2023,3,δωμάτων,δῶμα,n-p---ng-
2024,2024,4,ἐφέστιοι,ἐφέστιος,a-p---fn-
2025,2025,1,ἐμῶν,ἐμός,a-p---ng-
2026,2026,2,.,.,u--------
2027,2027,3,τὸ,ὁ,l-s---nn-
2028,2028,4,κοινὸν,κοινός,a-s---nn-
2029,2029,5,δʼ,δέ,g--------
2030,2030,6,εἰ,εἰ,c--------
2031,2031,7,μιαίνεται,μιαίνω,v3spie---
2032,2032,8,πόλις,πόλις,n-s---fn-
2033,2033,9,",",",",u--------
2034,2034,1,ξυνῇ,ξυνός,a-s---fd-
2035,2035,2,μελέσθω,μέλω,v3spme---
2036,2036,3,λαὸς,λαός,n-s---mn-
2037,2037,4,ἐκπονεῖν,ἐκπονέω,v--pna---
2038,2038,5,ἄκη,ἄκος,n-p---na-
2039,2039,6,.,.,u--------
2040,2040,1,ἐγὼ,ἐγώ,p-s---mn-
2041,2041,2,δʼ,δέ,g--------
2042,2042,3,ἂν,ἄν,g--------
2043,2043,4,οὐ,οὐ,d--------
2044,2044,5,κραίνοιμʼ,κραίνω,a-p---nac
2045,2045,6,ὑπόσχεσιν,ὑπόσχεσις,v3sfi----
2046,2046,7,πάρος,πάρος,d--------
2047,2047,8,",",",",u--------
2048,2048,1,ἀστοῖς,ἀστός,n-p---md-
2049,2049,2,δὲ,δέ,g--------
2050,2050,3,πᾶσι,πᾶς,a-p---md-
2051,2051,4,τῶνδε,ὅδε,p-p---ng-
2052,2052,5,κοινώσας,κοινόω,v-sapamn-
2053,2053,6,πέρι,περί,r--------
2054,2054,7,.,.,u--------
2055,2055,1,Χορός,χορός,n-s---mn-
2056,2056,1,σύ,σύ,p-s----n-
2057,2057,2,τοι,τοι,g--------
2058,2058,3,πόλις,πόλις,n-s---fn-
2059,2059,4,",",",",u--------
2060,2060,5,σὺ,σύ,p-s----n-
2061,2061,6,δὲ,δέ,g--------
2062,2062,7,τὸ,ὁ,l-s---nn-
2063,2063,8,δάμιον,δήμιος,a-s---nn-
2064,2064,9,.,.,u--------
2065,2065,1,πρύτανις,πρύτανις,n-s---mn-
2066,2066,2,ἄκριτος,ἄκριτος,a-s---mn-
2067,2067,3,ὤν,εἰμί,v-sppamn-
2068,2068,4,",",",",u--------
2069,2069,1,κρατύνεις,κρατύνω,v2spia---
2070,2070,2,βωμόν,βωμός,n-s---ma-
2071,2071,3,",",",",u--------
2072,2072,4,ἑστίαν,ἕστιος,a-s---fa-
2073,2073,5,χθονός,χθών,n-s---fg-
2074,2074,6,",",",",u--------
2075,2075,1,μονοψήφοισι,μονόψηφος,a-p---nd-
2076,2076,2,νεύμασιν,νεῦμα,n-p---nd-
2077,2077,3,σέθεν,σύ,p-s----g-
2078,2078,4,",",",",u--------
2079,2079,1,μονοσκήπτροισι,μονόσκηπτρος,a-p---md-
2080,2080,2,δʼ,δέ,g--------
2081,2081,3,ἐν,ἐν,r--------
2082,2082,4,θρόνοις,θρόνος,n-p---md-
2083,2083,5,χρέος,χρέος,n-s---na-
2084,2084,1,πᾶν,πᾶς,a-s---na-
2085,2085,2,ἐπικραίνεις,ἐπικραίνω,v2spia---
2086,2086,3,·,·,u--------
2087,2087,4,ἄγος,ἄγος,n-s---na-
2088,2088,5,φυλάσσου,φυλάσσω,v2spme---
2089,2089,6,.,.,u--------
2090,2090,1,Βασιλεύς,βασιλεύς,n-s---mn-
2091,2091,1,ἄγος,ἄγος,n-s---nn-
2092,2092,2,μὲν,μέν,g--------
2093,2093,3,εἴη,εἰμί,v3spoa---
2094,2094,4,τοῖς,ὁ,l-p---md-
2095,2095,5,ἐμοῖς,ἐμός,a-p---md-
2096,2096,6,παλιγκότοις,παλίγκοτος,a-p---md-
2097,2097,7,",",",",u--------
2098,2098,1,ὑμῖν,σύ,p-p----d-
2099,2099,2,δʼ,δέ,g--------
2100,2100,3,ἀρήγειν,ἀρήγω,v--pna---
2101,2101,4,οὐκ,οὐ,d--------
2102,2102,5,ἔχω,ἔχω,v1spia---
2103,2103,6,βλάβης,βλάβη,n-s---fg-
2104,2104,7,ἄτερ,ἄτερ,r--------
2105,2105,8,.,.,u--------
2106,2106,1,οὐδʼ,οὐδέ,p1s---mg-
2107,2107,2,αὖ,αὖ,d--------
2108,2108,3,τόδʼ,ὅδε,v2srma---
2109,2109,4,εὖφρον,εὔφρων,a-s---na-
2110,2110,5,",",",",u--------
2111,2111,6,τάσδʼ,ὅδε,p-p---fa-
2112,2112,7,ἀτιμάσαι,ἀτιμάζω,v--ana---
2113,2113,8,λιτάς,λιτή,n-p---fa-
2114,2114,9,.,.,u--------
2115,2115,1,ἀμηχανῶ,ἀμηχανέω,v1spia---
2116,2116,2,δὲ,δέ,g--------
2117,2117,3,καὶ,καί,d--------
2118,2118,4,φόβος,φόβος,n-s---mn-
2119,2119,5,μʼ,ἐγώ,d--------
2120,2120,6,ἔχει,ἔχω,v3spia---
2121,2121,7,φρένας,φρήν,n-p---ma-
2122,2122,1,δρᾶσαί,δράω,v--ana---
2123,2123,2,τε,τε,g--------
2124,2124,3,μὴ,μή,c--------
2125,2125,4,δρᾶσαί,δράω,v--ana---
2126,2126,5,τε,τε,g--------
2127,2127,6,καὶ,καί,c--------
2128,2128,7,τύχην,τύχη,n-s---fa-
2129,2129,8,ἑλεῖν,αἱρέω,v--fna---
2130,2130,9,.,.,u--------
2131,2131,1,Χορός,χορός,n-s---mn-
2132,2132,1,τὸν,ὁ,l-s---ma-
2133,2133,2,ὑψόθεν,ὑψόθεν,d--------
2134,2134,3,σκοπὸν,σκοπός,n-s---ma-
2135,2135,4,ἐπισκόπει,ἐπισκοπέω,v2spma---
2136,2136,5,",",",",u--------
2137,2137,1,φύλακα,φύλαξ,n-s---ma-
2138,2138,2,πολυπόνων,πολύπονος,a-p---mg-
2139,2139,1,βροτῶν,βροτός,n-p---mg-
2140,2140,2,",",",",u--------
2141,2141,3,οἳ,ὅς,p-p---mn-
2142,2142,4,τοῖς,ὅς,p-p---md-
2143,2143,5,πέλας,πέλας,d--------
2144,2144,6,προσήμενοι,πρόσημαι,v-papmmn-
2145,2145,1,δίκας,δίκη,n-p---fa-
2146,2146,2,οὐ,οὐ,d--------
2147,2147,3,τυγχάνουσιν,τυγχάνω,v3ppia---
2148,2148,4,ἐννόμου,ἔννομος,a-s---fg-
2149,2149,5,.,.,u--------
2150,2150,1,μένει,μένω,v3spia---
2151,2151,2,τοι,τοι,g--------
2152,2152,3,Ζηνὸς,Ζεύς,n-s---mg-
2153,2153,4,ἱκταίου,ἱκέσιος,a-s---mg-
2154,2154,5,κότος,κότος,n-s---mn-
2155,2155,1,δυσπαραθέλκτους,δυσπαράθελκτος,a-p---ma-
2156,2156,2,παθόντος,πάσχω,v-sapamg-
2157,2157,3,οἴκτοις,οἶκτος,n-p---md-
2158,2158,4,.,.,u--------
2159,2159,1,Βασιλεύς,βασιλεύς,n-s---mn-
2160,2160,1,εἴ,εἰ,d--------
2161,2161,2,τοι,τοι,g--------
2162,2162,3,κρατοῦσι,κρατέω,v3ppia---
2163,2163,4,παῖδες,παῖς,n-p---mn-
2164,2164,5,Αἰγύπτου,Αἴγυπτος,n-s---mg-
2165,2165,6,σέθεν,σύ,p-s----g-
2166,2166,1,νόμῳ,νόμος,n-s---md-
2167,2167,2,πόλεως,πόλις,n-s---fg-
2168,2168,3,",",",",u--------
2169,2169,4,φάσκοντες,φάσκω,v-pppamn-
2170,2170,5,ἐγγύτατα,ἐγγύς,a-p---nas
2171,2171,6,γένους,γένος,n-s---ng-
2172,2172,1,εἶναι,εἰμί,v--pna---
2173,2173,2,",",",",u--------
2174,2174,3,τίς,τις,p-s---mn-
2175,2175,4,ἂν,ἄν,g--------
2176,2176,5,τοῖσδʼ,ὅδε,p-p---md-
2177,2177,6,ἀντιωθῆναι,ἀντιόομαι,v--anp---
2178,2178,7,θέλοι,ἐθέλω,v3spoa---
2179,2179,8,;,;,u--------
2180,2180,1,δεῖ,δεῖ,v3spia---
2181,2181,2,τοί,τοι,g--------
2182,2182,3,σε,σύ,g--------
2183,2183,4,φεύγειν,φεύγω,v--pna---
2184,2184,5,κατὰ,κατά,r--------
2185,2185,6,νόμους,νόμος,n-p---ma-
2186,2186,7,τοὺς,ὁ,l-p---ma-
2187,2187,8,οἴκοθεν,οἶκος,d--------
2188,2188,9,",",",",u--------
2189,2189,1,ὡς,ὡς,c--------
2190,2190,2,οὐκ,οὐ,d--------
2191,2191,3,ἔχουσιν,ἔχω,v3ppia---
2192,2192,4,κῦρος,κῦρος,n-s---na-
2193,2193,5,οὐδὲν,οὐδείς,a-s---na-
2194,2194,6,ἀμφὶ,ἀμφί,r--------
2195,2195,7,σοῦ,σύ,p-s----g-
2196,2196,8,.,.,u--------
2197,2197,1,Χορός,χορός,n-s---mn-
2198,2198,1,μή,μή,d--------
2199,2199,2,τί,τις,p-s---na-
2200,2200,3,ποτʼ,ποτε,v3spia---
2201,2201,4,οὖν,οὖν,g--------
2202,2202,5,γενοίμαν,γίγνομαι,v1saom---
2203,2203,6,ὑποχείριος,ὑποχείριος,a-s---mn-
2204,2204,1,κράτεσιν,κράτος,n-p---nd-
2205,2205,2,ἀρσένων,ἄρσην,n-p---mg-
2206,2206,3,.,.,u--------
2207,2207,4,ὕπαστρον,ὕπαστρος,a-s---na-
2208,2208,5,δέ,δέ,g--------
2209,2209,6,τοι,τοι,g--------
2210,2210,1,μῆχαρ,μῆχος,n-s---na-
2211,2211,2,ὁρίζομαι,ὁρίζω,v1spie---
2212,2212,3,γάμου,γάμος,n-s---mg-
2213,2213,4,δύσφρονος,δύσφρων,a-s---mg-
2214,2214,1,φυγάν,φυγή,n-s---fa-
2215,2215,2,·,·,u--------
2216,2216,3,ξύμμαχον,σύμμαχος,a-s---ma-
2217,2217,4,δʼ,δέ,g--------
2218,2218,5,ἑλόμενος,αἱρέω,v-sppemn-
2219,2219,6,δίκαν,δίκη,n-s---fa-
2220,2220,1,κρῖνε,κρίνω,v2spma---
2221,2221,2,σέβας,σέβας,n-s---nn-
2222,2222,3,τὸ,ὁ,l-s---na-
2223,2223,4,πρὸς,πρός,r--------
2224,2224,5,θεῶν,θεός,n-p---mg-
2225,2225,6,.,.,u--------
2226,2226,1,Βασιλεύς,βασιλεύς,n-s---mn-
2227,2227,1,οὐκ,οὐ,d--------
2228,2228,2,εὔκριτον,εὔκριτος,a-s---nn-
2229,2229,3,τὸ,ὁ,l-s---nn-
2230,2230,4,κρῖμα,κρίμα,n-s---nn-
2231,2231,5,.,.,u--------
2232,2232,6,μή,μή,d--------
2233,2233,7,μʼ,ἐγώ,a-p---nac
2234,2234,8,αἱροῦ,αἱρέω,v2spme---
2235,2235,9,κριτήν,κριτός,a-s---fa-
2236,2236,10,.,.,u--------
2237,2237,1,εἶπον,λέγω,v3paia---
2238,2238,2,δὲ,δέ,g--------
2239,2239,3,καὶ,καί,d--------
2240,2240,4,πρίν,πρίν,d--------
2241,2241,5,",",",",u--------
2242,2242,6,οὐκ,οὐ,d--------
2243,2243,7,ἄνευ,ἄνευ,r--------
2244,2244,8,δήμου,δῆμος,n-s---mg-
2245,2245,9,τάδε,ὅδε,p-p---na-
2246,2246,1,πράξαιμʼ,πράσσω,v1saoa---
2247,2247,2,ἄν,ἄν,g--------
2248,2248,3,",",",",u--------
2249,2249,4,οὐδέ,οὐδέ,c--------
2250,2250,5,περ,περ,g--------
2251,2251,6,κρατῶν,κρατέω,v-sppamn-
2252,2252,7,",",",",u--------
2253,2253,8,μὴ,μή,c--------
2254,2254,9,καί,καί,d--------
2255,2255,10,ποτε,ποτε,g--------
2256,2256,1,εἴπῃ,λέγω,v3sasa---
2257,2257,2,λεώς,λαός,n-s---mn-
2258,2258,3,",",",",u--------
2259,2259,4,εἴ,εἰ,c--------
2260,2260,5,πού,που,d--------
2261,2261,6,τι,τις,p-s---nn-
2262,2262,7,μὴ,μή,d--------
2263,2263,8,τοῖον,τοῖος,a-s---nn-
2264,2264,9,τύχοι,τυγχάνω,v3saoa---
2265,2265,10,",",",",u--------
2266,2266,1,ἐπήλυδας,ἔπηλυς,n-p---fa-
2267,2267,2,τιμῶν,τιμάω,v-sppamn-
2268,2268,3,ἀπώλεσας,ἀπόλλυμι,v2saia---
2269,2269,4,πόλιν,πόλις,n-s---fa-
2270,2270,5,.,.,u--------
2271,2271,1,Χορός,χορός,a-s---mn-
2272,2272,1,ἀμφοτέρους,ἀμφότερος,a-p---ma-
2273,2273,2,ὁμαίμων,ὅμαιμος,a-p---ng-
2274,2274,3,τάδʼ,ὅδε,p-p---na-
2275,2275,4,ἐπισκοπεῖ,ἐπισκοπέω,v3spia---
2276,2276,1,Ζεὺς,Ζεύς,n-s---mn-
2277,2277,2,ἑτερορρεπής,ἑτερορρεπής,a-s---mn-
2278,2278,3,",",",",u--------
2279,2279,4,νέμων,νέμω,v-sppamn-
2280,2280,5,εἰκότως,εἰκός,d--------
2281,2281,1,ἄδικα,ἄδικος,a-p---na-
2282,2282,2,μὲν,μέν,g--------
2283,2283,3,κακοῖς,κακός,a-p---md-
2284,2284,4,",",",",u--------
2285,2285,5,ὅσια,ὅσιος,a-p---na-
2286,2286,6,δʼ,δέ,g--------
2287,2287,7,ἐννόμοις,ἔννομος,a-p---md-
2288,2288,8,.,.,u--------
2289,2289,1,τί,τις,p-s---na-
2290,2290,2,τῶνδʼ,ὅδε,p-p---ng-
2291,2291,3,ἐξ,ἐκ,r--------
2292,2292,4,ἴσου,ἴσος,a-s---ng-
2293,2293,5,ῥεπομένων,ῥέπω,v-pppemg-
2294,2294,6,μεταλ,,v2siie---
2295,2295,7,-,-,u--------
2296,2296,1,γεῖς,,v2spia---
2297,2297,2,τὸ,ὁ,l-s---na-
2298,2298,3,δίκαιον,δίκαιος,a-s---na-
2299,2299,4,ἔρξας,ἔρδω,v-sapamn-
2300,2300,5,;,;,u--------
2301,2301,1,Βασιλεύς,βασιλεύς,n-s---mn-
2302,2302,1,δεῖ,δεῖ,v3spia---
2303,2303,2,τοι,τοι,g--------
2304,2304,3,βαθείας,βαθύς,a-s---fg-
2305,2305,4,φροντίδος,φροντίς,n-s---fg-
2306,2306,5,σωτηρίου,σωτήριος,a-s---fg-
2307,2307,6,",",",",u--------
2308,2308,1,δίκην,δίκη,n-s---fa-
2309,2309,2,κολυμβητῆρος,κολυμβητής,n-s---mg-
2310,2310,3,",",",",u--------
2311,2311,4,ἐς,εἰς,r--------
2312,2312,5,βυθὸν,βυθός,n-s---ma-
2313,2313,6,μολεῖν,βλώσκω,v--ana---
2314,2314,1,δεδορκὸς,δέρκομαι,v-srpana-
2315,2315,2,ὄμμα,ὄμμα,n-s---na-
2316,2316,3,",",",",u--------
2317,2317,4,μηδʼ,μηδέ,n-s---na-
2318,2318,5,ἄγαν,ἄγαν,d--------
2319,2319,6,ᾠνωμένον,οἰνόω,v-srpena-
2320,2320,7,",",",",u--------
2321,2321,1,ὅπως,ὅπως,c--------
2322,2322,2,ἄνατα,ἄνατος,a-p---nn-
2323,2323,3,ταῦτα,οὗτος,a-p---nn-
2324,2324,4,πρῶτα,πρῶτος,a-p---na-
2325,2325,5,μὲν,μέν,g--------
2326,2326,6,πόλει,πόλις,n-s---fd-
2327,2327,7,",",",",u--------
2328,2328,1,αὐτοῖσί,αὐτός,a-p---md-
2329,2329,2,θʼ,σύ,d--------
2330,2330,3,ἡμῖν,ἡμεῖς,p-p---md-
2331,2331,4,ἐκτελευτήσει,ἐκτελευτάω,v3sfia---
2332,2332,5,καλῶς,καλός,d--------
2333,2333,6,",",",",u--------
2334,2334,1,καὶ,καί,d--------
2335,2335,2,μήτε,μήτε,g--------
2336,2336,3,δῆρις,δῆρις,n-s---fn-
2337,2337,4,ῥυσίων,ῥύσιον,n-p---ng-
2338,2338,5,ἐφάψεται,ἐφάπτω,v3sfim---
2339,2339,1,μήτʼ,μήτε,n-s---fd-
2340,2340,2,ἐν,ἐν,r--------
2341,2341,3,θεῶν,θεός,n-p---mg-
2342,2342,4,ἕδραισιν,ἕδρα,n-p---fd-
2343,2343,5,ὧδʼ,ὧδε,l-s---fg-
2344,2344,6,ἱδρυμένας,ἱδρύω,v-prpefa-
2345,2345,1,ἐκδόντες,ἐκδίδωμι,v-papamn-
2346,2346,2,ὑμᾶς,σύ,p-p----a-
2347,2347,3,τὸν,ὁ,l-s---ma-
2348,2348,4,πανώλεθρον,πανώλεθρος,a-s---ma-
2349,2349,5,θεὸν,θεός,n-s---ma-
2350,2350,1,βαρὺν,βαρύς,a-s---ma-
2351,2351,2,ξύνοικον,σύνοικος,a-s---ma-
2352,2352,3,θησόμεσθʼ,τίθημι,v1pfim---
2353,2353,4,ἀλάστορα,ἀλάστωρ,n-s---ma-
2354,2354,5,",",",",u--------
2355,2355,1,ὃς,ὅς,p-s---mn-
2356,2356,2,οὐδʼ,οὐδέ,p-s----g-
2357,2357,3,ἐν,ἐν,r--------
2358,2358,4,Ἅιδου,ᾍδης,n-s---mg-
2359,2359,5,τὸν,ὁ,l-s---ma-
2360,2360,6,θανόντʼ,ἀποθνῄσκω,v-sapama-
2361,2361,7,ἐλευθεροῖ,ἐλευθερόω,v2spie---
2362,2362,8,.,.,u--------
2363,2363,1,μῶν,μῶν,d--------
2364,2364,2,οὐ,οὐ,d--------
2365,2365,3,δοκεῖ,δοκέω,v3spia---
2366,2366,4,δεῖν,δεῖ,v--pna---
2367,2367,5,φροντίδος,φροντίς,n-s---fg-
2368,2368,6,σωτηρίου,σωτήριος,a-s---fg-
2369,2369,7,;,;,u--------
2370,2370,1,Χορός,χορός,n-s---mn-
2371,2371,1,φρόντισον,φροντίζω,v2sama---
2372,2372,2,καὶ,καί,d--------
2373,2373,3,γενοῦ,γίγνομαι,v2samm---
2374,2374,1,πανδίκως,πάνδικος,d--------
2375,2375,2,εὐσεβὴς,εὐσεβής,a-s---mn-
2376,2376,1,πρόξενος,πρόξενος,n-s---mn-
2377,2377,2,·,·,u--------
2378,2378,3,τὰν,ὁ,l-s---fa-
2379,2379,4,φυγάδα,φυγάς,n-s---fa-
2380,2380,5,μὴ,μή,c--------
2381,2381,6,προδῷς,προδίδωμι,v2sasa---
2382,2382,7,",",",",u--------
2383,2383,1,τὰν,ὁ,l-s---fa-
2384,2384,2,ἕκαθεν,ἑκάς,d--------
2385,2385,3,ἐκβολαῖς,ἐκβολή,n-p---fd-
2386,2386,1,δυσθέοις,δύσθεος,a-p---fd-
2387,2387,2,ὀρμέναν,ὄρνυμι,v-sapmfa-
2388,2388,3,·,·,u--------
2389,2389,1,Χορός,χορός,n-s---mn-
2390,2390,1,μηδʼ,μηδέ,d--------
2391,2391,2,ἴδῃς,ὁράω,v2sasa---
2392,2392,3,μʼ,ἐγώ,p-s---fa-
2393,2393,4,ἐξ,ἐκ,r--------
2394,2394,5,ἑδρᾶν,ἕδρα,n-p---fg-
2395,2395,1,πολυθέων,πολύθεος,a-p---fg-
2396,2396,2,ῥυσια,,a-p---na-
2397,2397,3,-,-,u--------
2398,2398,1,σθεῖσαν,,v-sappfa-
2399,2399,2,",",",",u--------
2400,2400,3,ὦ,ὦ,i--------
2401,2401,4,πᾶν,πᾶς,a-s---na-
2402,2402,5,κράτος,κράτος,n-s---na-
2403,2403,6,ἔχων,ἔχω,v-sppamn-
2404,2404,7,χθονός,χθών,n-s---fg-
2405,2405,8,.,.,u--------
2406,2406,1,γνῶθι,γιγνώσκω,v2sama---
2407,2407,2,δʼ,δέ,g--------
2408,2408,3,ὕβριν,ὕβρις,n-s---fa-
2409,2409,4,ἀνέρων,ἀνήρ,n-p---mg-
2410,2410,1,καὶ,καί,c--------
2411,2411,2,φύλαξαι,φυλάσσω,v2samm---
2412,2412,3,κότον,κότος,n-s---ma-
2413,2413,4,.,.,u--------
2414,2414,1,Χορός,χορός,n-s---mn-
2415,2415,1,μή,μή,d--------
2416,2416,2,τι,τις,p-s---na-
2417,2417,3,τλῇς,τλάω,v2spsa---
2418,2418,4,τὰν,ὁ,l-s---fa-
2419,2419,5,ἱκέτιν,ἱκέτις,n-s---fa-
2420,2420,6,εἰσιδεῖν,εἰσοράω,v--ana---
2421,2421,1,ἀπὸ,ἀπό,r--------
2422,2422,2,βρετέων,βρέτος,n-p---ng-
2423,2423,3,βίᾳ,βία,n-s---fd-
2424,2424,1,δίκας,δίκη,n-p---fa-
2425,2425,2,ἀγομέναν,ἄγω,v-sppefa-
2426,2426,1,ἱππηδὸν,ἱππηδόν,d--------
2427,2427,2,ἀμπύκων,ἄμπυξ,n-p---mg-
2428,2428,3,",",",",u--------
2429,2429,1,πολυμίτων,πολύμιτος,a-p---mg-
2430,2430,2,πέπλων,πέπλος,n-p---mg-
2431,2431,3,τʼ,σύ,l-s---fg-
2432,2432,4,ἐπιλαβὰς,ἐπιλαβή,n-p---fa-
2433,2433,5,ἐμῶν,ἐμός,a-p---mg-
2434,2434,6,.,.,u--------
2435,2435,1,Χορός,χορός,n-s---mn-
2436,2436,1,ἴσθι,οἶδα,v2srma---
2437,2437,2,γάρ,γάρ,g--------
2438,2438,3,·,·,u--------
2439,2439,4,παισὶ,παῖς,n-p---fd-
2440,2440,5,τάδε,ὅδε,p-p---nn-
2441,2441,6,καὶ,καί,d--------
2442,2442,7,δόμοις,δόμος,n-p---md-
2443,2443,8,",",",",u--------
2444,2444,1,ὁπότερʼ,ὁπότερος,a-p---na-
2445,2445,2,ἂν,ἄν,g--------
2446,2446,3,κτίσῃς,κτίζω,v2sasa---
2447,2447,4,",",",",u--------
2448,2448,1,μένει,μένω,v3spia---
2449,2449,2,ἄρ,ἄρα,g--------
2450,2450,3,ἐκτίνειν,ἐκτίνω,v--pna---
2451,2451,1,ὁμοιΐαν,ὁμοίιος,a-s---fa-
2452,2452,2,θέμιν,θέμις,n-s---fa-
2453,2453,3,.,.,u--------
2454,2454,1,τάδε,ὅδε,p-p---na-
2455,2455,2,φράσαι,φράζω,v2sam----
2456,2456,3,δίκαια,δίκαιος,a-p---na-
2457,2457,4,Διόθεν,Ζεύς,d--------
2458,2458,5,κράτη,κράτος,n-p---na-
2459,2459,6,.,.,u--------
2460,2460,1,καὶ,καί,d--------
2461,2461,2,δὴ,δή,g--------
2462,2462,3,πέφρασμαι,φράζω,v1srie---
2463,2463,4,.,.,u--------
2464,2464,5,δεῦρο,δεῦρο,d--------
2465,2465,6,δʼ,δέ,g--------
2466,2466,7,ἐξοκέλλεται,ἐξοκέλλω,v3spie---
2467,2467,8,.,.,u--------
2468,2468,1,ἢ,τίη,d--------
2469,2469,2,τοῖσιν,ὁ,p-p---md-
2470,2470,3,ἢ,τίη,d--------
